contract_id,lane_calc,rating_zone,from_loccode,from_city,from_state,from_zip,from_country,to_loccode,to_city,to_state,to_zip,to_country,scac,service,mode,break_1_field,break_1_min,break_1_max,break_2_field,break_2_min,break_2_max,rate_field,rate_calc,rate,accessorial1_field,accessorial1_calc,accessorial1_rate,total_min,total_max,max_stops,transit_method,transit_value
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,114,114.9999,,,,,Flat,128.94,,,,128.94,128.94,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,115,115.9999,,,,,Flat,130.26,,,,130.26,130.26,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,116,116.9999,,,,,Flat,131.6,,,,131.6,131.6,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,117,117.9999,,,,,Flat,132.92,,,,132.92,132.92,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,118,118.9999,,,,,Flat,134.21,,,,134.21,134.21,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,119,119.9999,,,,,Flat,135.6,,,,135.6,135.6,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,120,120.9999,,,,,Flat,137.91,,,,137.91,137.91,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,121,121.9999,,,,,Flat,139.39,,,,139.39,139.39,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,122,122.9999,,,,,Flat,140.32,,,,140.32,140.32,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,123,123.9999,,,,,Flat,141.74,,,,141.74,141.74,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,124,124.9999,,,,,Flat,143.04,,,,143.04,143.04,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,125,125.9999,,,,,Flat,144.42,,,,144.42,144.42,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,126,126.9999,,,,,Flat,145.83,,,,145.83,145.83,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,127,127.9999,,,,,Flat,147.16,,,,147.16,147.16,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,128,128.9999,,,,,Flat,147.39,,,,147.39,147.39,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,129,129.9999,,,,,Flat,148.79,,,,148.79,148.79,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,130,130.9999,,,,,Flat,150.19,,,,150.19,150.19,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,131,131.9999,,,,,Flat,151.64,,,,151.64,151.64,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,132,132.9999,,,,,Flat,153.07,,,,153.07,153.07,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,133,133.9999,,,,,Flat,154.49,,,,154.49,154.49,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,134,134.9999,,,,,Flat,155.9,,,,155.9,155.9,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,135,135.9999,,,,,Flat,157.08,,,,157.08,157.08,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,136,136.9999,,,,,Flat,158.39,,,,158.39,158.39,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,137,137.9999,,,,,Flat,159.79,,,,159.79,159.79,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,138,138.9999,,,,,Flat,161.25,,,,161.25,161.25,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,139,139.9999,,,,,Flat,162.7,,,,162.7,162.7,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,140,140.9999,,,,,Flat,164.13,,,,164.13,164.13,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,141,141.9999,,,,,Flat,165.57,,,,165.57,165.57,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,142,142.9999,,,,,Flat,166.27,,,,166.27,166.27,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,143,143.9999,,,,,Flat,167.72,,,,167.72,167.72,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,144,144.9999,,,,,Flat,169.19,,,,169.19,169.19,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,145,145.9999,,,,,Flat,169.79,,,,169.79,169.79,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,146,146.9999,,,,,Flat,171.24,,,,171.24,171.24,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,147,147.9999,,,,,Flat,172.7,,,,172.7,172.7,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,148,148.9999,,,,,Flat,173.8,,,,173.8,173.8,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,149,149.9999,,,,,Flat,174.75,,,,174.75,174.75,1,Service Days,2
UPSGND,ZONE,2,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,150,150.9999,,,,,Flat,176.21,,,,176.21,176.21,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,1,1.9999,,,,,Flat,12.25,,,,12.25,12.25,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,2,2.9999,,,,,Flat,13.34,,,,13.34,13.34,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,3,3.9999,,,,,Flat,13.36,,,,13.36,13.36,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,4,4.9999,,,,,Flat,13.39,,,,13.39,13.39,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,5,5.9999,,,,,Flat,13.42,,,,13.42,13.42,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,6,6.9999,,,,,Flat,13.5,,,,13.5,13.5,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,7,7.9999,,,,,Flat,14.26,,,,14.26,14.26,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,8,8.9999,,,,,Flat,14.97,,,,14.97,14.97,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,9,9.9999,,,,,Flat,15.41,,,,15.41,15.41,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,10,10.9999,,,,,Flat,15.66,,,,15.66,15.66,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,11,11.9999,,,,,Flat,16.12,,,,16.12,16.12,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,12,12.9999,,,,,Flat,16.41,,,,16.41,16.41,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,13,13.9999,,,,,Flat,17.22,,,,17.22,17.22,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,14,14.9999,,,,,Flat,17.36,,,,17.36,17.36,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,15,15.9999,,,,,Flat,17.82,,,,17.82,17.82,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,16,16.9999,,,,,Flat,19.24,,,,19.24,19.24,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,17,17.9999,,,,,Flat,19.43,,,,19.43,19.43,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,18,18.9999,,,,,Flat,19.92,,,,19.92,19.92,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,19,19.9999,,,,,Flat,20.52,,,,20.52,20.52,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,20,20.9999,,,,,Flat,21.13,,,,21.13,21.13,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,21,21.9999,,,,,Flat,22.2,,,,22.2,22.2,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,22,22.9999,,,,,Flat,22.64,,,,22.64,22.64,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,23,23.9999,,,,,Flat,23.95,,,,23.95,23.95,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,24,24.9999,,,,,Flat,24.51,,,,24.51,24.51,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,25,25.9999,,,,,Flat,25.12,,,,25.12,25.12,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,26,26.9999,,,,,Flat,27.42,,,,27.42,27.42,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,27,27.9999,,,,,Flat,29.34,,,,29.34,29.34,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,28,28.9999,,,,,Flat,30.25,,,,30.25,30.25,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,29,29.9999,,,,,Flat,31.39,,,,31.39,31.39,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,30,30.9999,,,,,Flat,31.83,,,,31.83,31.83,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,31,31.9999,,,,,Flat,33.34,,,,33.34,33.34,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,32,32.9999,,,,,Flat,34.09,,,,34.09,34.09,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,33,33.9999,,,,,Flat,34.7,,,,34.7,34.7,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,34,34.9999,,,,,Flat,35.5,,,,35.5,35.5,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,35,35.9999,,,,,Flat,36.23,,,,36.23,36.23,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,36,36.9999,,,,,Flat,38.23,,,,38.23,38.23,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,37,37.9999,,,,,Flat,39.07,,,,39.07,39.07,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,38,38.9999,,,,,Flat,39.77,,,,39.77,39.77,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,39,39.9999,,,,,Flat,40.56,,,,40.56,40.56,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,40,40.9999,,,,,Flat,41.12,,,,41.12,41.12,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,41,41.9999,,,,,Flat,41.45,,,,41.45,41.45,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,42,42.9999,,,,,Flat,42.44,,,,42.44,42.44,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,43,43.9999,,,,,Flat,44.37,,,,44.37,44.37,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,44,44.9999,,,,,Flat,45.41,,,,45.41,45.41,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,45,45.9999,,,,,Flat,45.93,,,,45.93,45.93,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,46,46.9999,,,,,Flat,46.26,,,,46.26,46.26,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,47,47.9999,,,,,Flat,46.74,,,,46.74,46.74,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,48,48.9999,,,,,Flat,47.08,,,,47.08,47.08,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,49,49.9999,,,,,Flat,47.46,,,,47.46,47.46,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,50,50.9999,,,,,Flat,47.74,,,,47.74,47.74,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,51,51.9999,,,,,Flat,48.23,,,,48.23,48.23,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,52,52.9999,,,,,Flat,48.5,,,,48.5,48.5,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,53,53.9999,,,,,Flat,48.78,,,,48.78,48.78,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,54,54.9999,,,,,Flat,49.06,,,,49.06,49.06,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,55,55.9999,,,,,Flat,49.39,,,,49.39,49.39,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,56,56.9999,,,,,Flat,49.71,,,,49.71,49.71,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,57,57.9999,,,,,Flat,49.97,,,,49.97,49.97,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,58,58.9999,,,,,Flat,50.38,,,,50.38,50.38,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,59,59.9999,,,,,Flat,50.49,,,,50.49,50.49,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,60,60.9999,,,,,Flat,50.55,,,,50.55,50.55,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,61,61.9999,,,,,Flat,51.23,,,,51.23,51.23,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,62,62.9999,,,,,Flat,51.58,,,,51.58,51.58,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,63,63.9999,,,,,Flat,52.27,,,,52.27,52.27,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,64,64.9999,,,,,Flat,53.34,,,,53.34,53.34,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,65,65.9999,,,,,Flat,53.98,,,,53.98,53.98,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,66,66.9999,,,,,Flat,54.91,,,,54.91,54.91,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,67,67.9999,,,,,Flat,55.64,,,,55.64,55.64,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,68,68.9999,,,,,Flat,56.48,,,,56.48,56.48,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,69,69.9999,,,,,Flat,57.31,,,,57.31,57.31,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,70,70.9999,,,,,Flat,57.82,,,,57.82,57.82,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,71,71.9999,,,,,Flat,62.55,,,,62.55,62.55,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,72,72.9999,,,,,Flat,64.62,,,,64.62,64.62,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,73,73.9999,,,,,Flat,65.36,,,,65.36,65.36,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,74,74.9999,,,,,Flat,65.62,,,,65.62,65.62,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,75,75.9999,,,,,Flat,67.51,,,,67.51,67.51,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,76,76.9999,,,,,Flat,69.71,,,,69.71,69.71,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,77,77.9999,,,,,Flat,71.31,,,,71.31,71.31,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,78,78.9999,,,,,Flat,72.65,,,,72.65,72.65,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,79,79.9999,,,,,Flat,74.88,,,,74.88,74.88,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,80,80.9999,,,,,Flat,77.02,,,,77.02,77.02,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,81,81.9999,,,,,Flat,78.34,,,,78.34,78.34,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,82,82.9999,,,,,Flat,80.13,,,,80.13,80.13,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,83,83.9999,,,,,Flat,81.78,,,,81.78,81.78,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,84,84.9999,,,,,Flat,83.75,,,,83.75,83.75,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,85,85.9999,,,,,Flat,85.8,,,,85.8,85.8,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,86,86.9999,,,,,Flat,87.73,,,,87.73,87.73,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,87,87.9999,,,,,Flat,89.75,,,,89.75,89.75,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,88,88.9999,,,,,Flat,91.76,,,,91.76,91.76,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,89,89.9999,,,,,Flat,93.42,,,,93.42,93.42,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,90,90.9999,,,,,Flat,94.97,,,,94.97,94.97,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,91,91.9999,,,,,Flat,94.99,,,,94.99,94.99,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,92,92.9999,,,,,Flat,95.01,,,,95.01,95.01,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,93,93.9999,,,,,Flat,96.49,,,,96.49,96.49,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,94,94.9999,,,,,Flat,98.1,,,,98.1,98.1,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,95,95.9999,,,,,Flat,99.64,,,,99.64,99.64,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,96,96.9999,,,,,Flat,101.31,,,,101.31,101.31,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,97,97.9999,,,,,Flat,103.17,,,,103.17,103.17,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,98,98.9999,,,,,Flat,104.84,,,,104.84,104.84,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,99,99.9999,,,,,Flat,106.41,,,,106.41,106.41,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,100,100.9999,,,,,Flat,108.1,,,,108.1,108.1,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,101,101.9999,,,,,Flat,109.82,,,,109.82,109.82,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,102,102.9999,,,,,Flat,111.37,,,,111.37,111.37,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,103,103.9999,,,,,Flat,113.01,,,,113.01,113.01,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,104,104.9999,,,,,Flat,114.65,,,,114.65,114.65,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,105,105.9999,,,,,Flat,116.3,,,,116.3,116.3,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,106,106.9999,,,,,Flat,117.96,,,,117.96,117.96,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,107,107.9999,,,,,Flat,119.74,,,,119.74,119.74,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,108,108.9999,,,,,Flat,121.36,,,,121.36,121.36,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,109,109.9999,,,,,Flat,123.04,,,,123.04,123.04,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,110,110.9999,,,,,Flat,124.72,,,,124.72,124.72,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,111,111.9999,,,,,Flat,126.08,,,,126.08,126.08,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,112,112.9999,,,,,Flat,127.42,,,,127.42,127.42,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,113,113.9999,,,,,Flat,128.76,,,,128.76,128.76,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,114,114.9999,,,,,Flat,130.17,,,,130.17,130.17,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,115,115.9999,,,,,Flat,131.6,,,,131.6,131.6,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,116,116.9999,,,,,Flat,133.28,,,,133.28,133.28,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,117,117.9999,,,,,Flat,134.69,,,,134.69,134.69,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,118,118.9999,,,,,Flat,136.04,,,,136.04,136.04,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,119,119.9999,,,,,Flat,137.47,,,,137.47,137.47,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,120,120.9999,,,,,Flat,138.86,,,,138.86,138.86,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,121,121.9999,,,,,Flat,140,,,,140,140,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,122,122.9999,,,,,Flat,140.71,,,,140.71,140.71,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,123,123.9999,,,,,Flat,142.1,,,,142.1,142.1,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,124,124.9999,,,,,Flat,143.56,,,,143.56,143.56,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,125,125.9999,,,,,Flat,144.94,,,,144.94,144.94,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,126,126.9999,,,,,Flat,146.32,,,,146.32,146.32,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,127,127.9999,,,,,Flat,147.75,,,,147.75,147.75,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,128,128.9999,,,,,Flat,148.82,,,,148.82,148.82,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,129,129.9999,,,,,Flat,150.19,,,,150.19,150.19,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,130,130.9999,,,,,Flat,151.59,,,,151.59,151.59,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,131,131.9999,,,,,Flat,153.04,,,,153.04,153.04,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,132,132.9999,,,,,Flat,154.5,,,,154.5,154.5,1,Service Days,2
UPSGND,ZONE,3,,,,,US,,,,,US,UPS,Standard,Parcel,Weight,133,133.9999,,,,,Flat,155.95,,,,155.95,155.95,1,Service Days,2
